Adults,Children,LeadDays,LengthOfStay,ArrivalDate-WeekDay
1,0,48,1,Friday
1,1,69,8,Saturday
1,2,17,6,Tuesday
3,0,10,2,Friday
1,0,7,7,Saturday
4,0,75,8,Thursday
6,0,75,3,Saturday
1,0,23,1,Friday
3,1,0,7,Thursday
6,1,68,2,Friday
2,0,57,1,Wednesday
2,1,67,7,Thursday
4,1,99,1,Friday
1,0,17,1,Monday
5,2,99,3,Friday
5,0,6,2,Friday
3,0,17,5,Thursday
5,0,35,1,Monday
3,0,0,4,Thursday
1,1,3,2,Friday
1,0,70,3,Tuesday
5,0,2,7,Monday
3,0,79,3,Monday
2,0,23,7,Thursday
1,0,95,5,Thursday
6,0,33,5,Wednesday
4,0,20,8,Friday
5,1,33,4,Tuesday
2,1,1,2,Thursday
1,2,25,7,Saturday
3,2,0,3,Monday
1,0,22,2,Thursday
5,0,82,1,Sunday
6,0,95,4,Friday
2,0,42,2,Wednesday
6,2,1,7,Tuesday
2,0,1,3,Monday
1,1,0,2,Thursday
4,0,50,2,Tuesday
2,1,92,1,Wednesday
6,0,3,9,Thursday
3,0,5,7,Thursday
2,1,8,6,Sunday
1,2,44,2,Friday
6,1,96,4,Wednesday
6,0,97,3,Sunday
3,0,95,8,Monday
5,2,57,3,Friday
2,0,59,9,Saturday
2,0,12,2,Saturday
2,0,14,1,Sunday
6,0,50,3,Tuesday
2,1,70,3,Monday
4,1,74,1,Tuesday
2,1,76,2,Tuesday
1,1,57,1,Saturday
1,2,29,9,Saturday
1,0,31,6,Sunday
1,0,0,3,Friday
3,2,1,1,Thursday
3,0,29,2,Saturday
3,0,100,5,Saturday
6,0,76,6,Friday
6,1,0,1,Thursday
3,2,56,4,Saturday
2,0,57,2,Saturday
4,0,20,4,Monday
3,1,6,4,Saturday
3,0,13,2,Tuesday
2,0,33,6,Saturday
2,0,81,3,Saturday
1,1,5,6,Tuesday
6,0,2,1,Tuesday
3,1,86,9,Saturday
1,0,18,1,Saturday
1,0,24,2,Monday
5,0,33,5,Saturday
1,0,40,6,Tuesday
4,1,60,5,Friday
1,2,21,8,Tuesday
4,0,100,2,Saturday
2,0,21,9,Saturday
5,0,59,3,Thursday
6,1,9,6,Saturday
4,0,51,3,Monday
2,2,30,1,Thursday
2,2,3,2,Friday
3,0,92,4,Friday
1,0,4,4,Saturday
4,0,51,5,Tuesday
3,0,69,1,Friday
1,2,30,6,Sunday
1,1,50,8,Friday
1,1,8,4,Monday
2,0,88,1,Monday
1,0,40,1,Monday
1,1,68,8,Thursday
2,0,20,1,Wednesday
2,0,69,3,Friday
4,0,25,1,Wednesday
2,2,0,1,Tuesday
3,1,1,3,Thursday
3,0,2,1,Sunday
2,2,9,1,Tuesday
5,0,1,7,Wednesday
4,0,11,1,Thursday
3,1,53,5,Saturday
5,1,98,6,Tuesday
1,1,26,9,Monday
6,1,5,1,Saturday
5,0,17,6,Friday
2,0,67,6,Monday
4,2,51,1,Friday
3,0,34,2,Saturday
6,0,44,2,Saturday
1,2,76,2,Saturday
3,0,35,9,Friday
2,0,1,4,Saturday
6,0,0,3,Saturday
5,1,10,6,Sunday
2,0,8,7,Saturday
2,2,7,1,Friday
1,1,0,1,Friday
1,1,69,9,Tuesday
4,0,0,3,Sunday
1,0,24,3,Friday
1,1,76,1,Saturday
1,0,0,3,Friday
5,2,51,1,Wednesday
1,1,66,7,Tuesday
4,1,66,2,Friday
1,0,1,2,Monday
1,0,83,7,Thursday
1,2,23,1,Friday
2,0,26,4,Monday
6,1,71,8,Saturday
4,2,1,1,Friday
1,1,66,7,Friday
3,0,58,2,Sunday
5,0,20,2,Monday
5,0,65,1,Friday
1,2,69,1,Thursday
5,1,66,3,Friday
1,0,61,8,Friday
2,1,1,1,Thursday
1,0,31,9,Friday
1,2,22,1,Sunday
2,0,28,5,Friday
1,0,79,9,Thursday
2,2,4,8,Sunday
1,1,92,4,Sunday
2,2,1,9,Saturday
1,1,16,1,Saturday
5,1,76,8,Saturday
1,0,94,1,Saturday
1,2,95,9,Thursday
1,0,42,5,Thursday
6,1,72,5,Saturday
1,0,62,5,Friday
2,1,36,9,Thursday
1,2,64,1,Saturday
2,0,67,1,Friday
1,1,37,1,Wednesday
3,0,11,5,Wednesday
1,0,98,8,Thursday
3,0,25,2,Sunday
1,2,37,1,Saturday
1,0,6,6,Friday
2,1,88,3,Thursday
6,0,0,3,Monday
5,0,43,1,Monday
2,0,38,8,Saturday
4,1,1,3,Wednesday
1,0,49,3,Friday
2,0,35,3,Tuesday
2,1,14,7,Saturday
1,2,0,2,Saturday
1,2,10,2,Tuesday
1,1,0,1,Friday
5,2,71,1,Thursday
3,2,97,2,Friday
1,0,3,9,Saturday
6,0,58,3,Thursday
3,0,16,3,Saturday
5,0,5,1,Thursday
4,0,17,1,Wednesday
1,0,2,3,Saturday
1,2,61,4,Saturday
4,2,21,3,Monday
1,2,74,2,Friday
1,1,43,1,Tuesday
5,0,91,5,Sunday
2,0,13,4,Thursday
2,0,0,4,Monday
1,0,98,1,Thursday
2,1,0,6,Monday
1,0,35,4,Sunday
5,0,54,2,Monday
1,0,9,2,Sunday
1,2,84,9,Friday
1,2,70,8,Thursday
1,0,0,5,Friday
2,1,92,9,Wednesday
5,0,0,5,Tuesday
6,0,75,8,Wednesday
1,0,0,1,Friday
1,0,66,2,Saturday
1,0,40,1,Sunday
2,0,14,3,Saturday
2,2,70,7,Friday
4,1,48,1,Sunday
1,1,46,9,Monday
4,0,0,2,Friday
3,0,2,8,Thursday
1,0,0,2,Monday
1,0,51,3,Saturday
2,0,3,2,Thursday
1,0,1,5,Monday
6,1,89,7,Wednesday
6,1,39,5,Saturday
1,1,5,9,Friday
2,0,99,7,Wednesday
1,1,78,1,Friday
5,1,28,3,Wednesday
6,0,11,1,Friday
6,0,37,4,Wednesday
1,1,2,8,Monday
1,0,77,2,Sunday
1,1,4,2,Sunday
5,1,46,7,Friday
6,2,12,1,Saturday
4,0,27,1,Wednesday
1,0,96,9,Tuesday
1,0,78,1,Saturday
1,0,57,2,Sunday
1,1,1,3,Saturday
3,0,58,8,Monday
6,0,24,9,Wednesday
6,0,63,6,Friday
2,0,58,5,Friday
4,0,59,3,Monday
3,2,0,1,Sunday
2,1,83,8,Saturday
3,1,41,1,Saturday
1,2,24,7,Friday
4,0,3,9,Friday
1,0,6,5,Thursday
1,1,4,9,Tuesday
3,2,8,5,Thursday
1,0,44,6,Saturday
4,2,49,3,Thursday
2,1,85,4,Saturday
3,0,7,2,Sunday
1,1,15,3,Wednesday
2,1,53,1,Saturday
3,0,81,2,Sunday
1,1,0,1,Friday
2,0,38,3,Friday
4,1,14,9,Saturday
1,1,68,8,Friday
6,1,64,3,Friday
5,0,0,4,Monday
5,0,19,3,Friday
1,2,27,9,Friday
2,2,19,7,Tuesday
4,2,75,4,Sunday
3,0,0,9,Monday
5,0,45,7,Monday
1,1,48,4,Thursday
1,0,10,1,Friday
2,2,17,2,Saturday
1,0,7,1,Saturday
5,0,75,1,Thursday
1,0,17,4,Saturday
1,0,27,3,Friday
2,0,6,6,Friday
1,0,9,4,Monday
1,0,69,1,Sunday
2,0,6,6,Monday
4,0,1,3,Wednesday
4,0,39,8,Sunday
1,0,3,3,Friday
1,0,94,2,Monday
4,2,16,9,Saturday
2,0,31,1,Saturday
3,0,14,1,Saturday
5,0,58,1,Saturday
2,0,0,1,Wednesday
3,1,74,5,Thursday
3,0,22,2,Saturday
6,2,75,1,Sunday
1,2,1,1,Monday
1,0,1,1,Friday
5,1,4,1,Saturday
1,2,0,1,Wednesday
4,1,46,9,Saturday
2,2,13,1,Thursday
4,2,35,6,Tuesday
4,0,46,7,Tuesday
6,0,1,7,Saturday
3,0,29,5,Sunday
4,1,62,2,Wednesday
1,1,64,1,Monday
1,0,92,3,Tuesday
2,1,74,6,Friday
1,2,95,4,Thursday
2,0,58,6,Friday
3,0,72,9,Friday
1,1,38,6,Wednesday
4,1,0,1,Sunday
1,1,59,5,Thursday
5,0,34,3,Sunday
1,0,94,1,Saturday
1,0,53,2,Thursday
3,0,81,1,Saturday
1,0,21,1,Saturday
1,1,6,2,Wednesday
5,1,9,1,Sunday
2,1,55,1,Thursday
3,0,48,1,Friday
2,0,0,6,Wednesday
1,1,16,7,Wednesday
1,0,76,4,Friday
3,1,1,5,Sunday
1,1,98,5,Monday
3,0,49,6,Saturday
6,0,32,4,Saturday
3,0,81,9,Saturday
1,2,0,1,Saturday
4,1,45,1,Friday
6,0,4,1,Thursday
1,1,76,5,Friday
4,0,52,4,Friday
1,0,50,9,Tuesday
2,0,4,1,Saturday
1,2,34,2,Saturday
4,1,84,9,Friday
1,2,87,6,Saturday
5,0,62,7,Saturday
1,1,78,1,Sunday
1,2,38,1,Friday
4,0,44,2,Friday
5,2,1,1,Sunday
2,0,93,5,Sunday
1,0,53,4,Friday
5,0,0,9,Tuesday
1,0,15,8,Thursday
6,0,0,5,Friday
3,1,22,8,Sunday
4,2,7,6,Friday
1,2,43,9,Saturday
4,0,57,6,Thursday
3,0,34,5,Tuesday
2,1,11,6,Sunday
1,1,7,2,Tuesday
1,0,99,1,Tuesday
5,1,32,3,Friday
4,2,20,9,Saturday
5,1,6,5,Sunday
3,2,71,8,Saturday
2,0,25,6,Friday
3,1,81,5,Thursday
2,1,1,3,Friday
1,0,3,1,Thursday
2,2,14,8,Sunday
6,0,56,5,Tuesday
1,0,1,2,Wednesday
1,0,38,9,Friday
1,0,15,2,Friday
1,1,45,1,Friday
6,0,35,6,Wednesday
2,0,4,7,Wednesday
6,0,33,1,Thursday
1,0,58,9,Wednesday
6,1,2,3,Saturday
1,0,0,4,Saturday
4,0,68,5,Wednesday
2,0,54,5,Friday
5,0,0,7,Wednesday
3,0,30,4,Sunday
4,0,92,4,Thursday
2,1,92,2,Wednesday
1,1,19,3,Sunday
5,1,3,1,Sunday
6,0,1,4,Thursday
3,0,35,5,Thursday
3,0,32,2,Sunday
6,2,1,4,Monday
1,0,20,1,Wednesday
1,1,30,4,Saturday
1,0,29,8,Friday
1,2,97,8,Friday
3,2,31,9,Thursday
3,1,18,3,Friday
1,0,50,4,Sunday
2,2,21,1,Thursday
5,0,1,7,Wednesday
3,0,8,1,Friday
1,1,64,8,Saturday
2,0,15,5,Thursday
1,0,51,2,Saturday
1,0,55,8,Saturday
4,0,71,9,Monday
3,0,8,1,Friday
5,0,46,1,Saturday
6,1,83,6,Friday
1,1,35,7,Monday
5,2,93,1,Friday
1,1,15,7,Sunday
2,2,14,1,Thursday
1,0,0,1,Tuesday
3,0,10,3,Tuesday
3,1,36,2,Saturday
1,0,18,8,Monday
1,0,2,1,Friday
3,1,31,4,Monday
1,2,11,7,Friday
1,1,69,2,Friday
1,1,31,1,Saturday
1,1,18,2,Tuesday
2,1,5,2,Friday
3,0,21,5,Saturday
5,0,39,2,Sunday
3,0,7,2,Tuesday
4,1,14,3,Saturday
3,0,25,2,Thursday
6,2,17,6,Sunday
1,0,0,2,Sunday
1,0,51,3,Thursday
2,0,25,1,Wednesday
6,0,25,3,Friday
2,0,80,2,Wednesday
1,0,92,2,Saturday
2,2,94,3,Saturday
4,0,15,1,Sunday
6,0,18,2,Monday
2,0,25,9,Sunday
6,1,1,7,Monday
4,1,66,1,Monday
3,0,79,9,Friday
1,1,45,1,Wednesday
4,0,19,1,Friday
3,0,22,1,Sunday
1,1,43,6,Friday
2,0,58,2,Sunday
2,1,28,1,Sunday
1,1,10,1,Saturday
1,2,86,1,Friday
3,1,88,1,Tuesday
1,0,71,4,Thursday
2,0,36,1,Wednesday
1,0,52,4,Sunday
1,1,84,1,Saturday
1,0,4,9,Monday
4,1,30,4,Saturday
4,2,3,4,Friday
3,0,32,3,Saturday
6,0,8,1,Monday
6,1,95,8,Friday
3,2,41,1,Tuesday
1,0,1,1,Saturday
3,0,61,8,Friday
1,0,21,1,Saturday
1,0,21,2,Saturday
4,0,47,3,Friday
1,0,34,2,Monday
2,1,78,8,Saturday
1,0,13,6,Wednesday
5,0,0,2,Friday
2,1,50,1,Tuesday
1,0,53,1,Saturday
3,0,95,1,Tuesday
1,0,98,6,Sunday
1,0,9,1,Saturday
1,1,44,2,Monday
4,2,78,7,Friday
1,0,22,8,Friday
1,2,3,3,Monday
4,1,27,4,Sunday
2,1,96,1,Saturday
1,0,33,9,Monday
1,1,68,2,Saturday
1,1,37,5,Thursday
1,2,91,1,Wednesday
4,0,48,8,Sunday
3,0,41,6,Sunday
4,0,69,4,Thursday
4,0,56,2,Tuesday
1,0,9,4,Saturday
6,0,69,2,Wednesday
1,0,1,1,Friday
1,2,7,2,Friday
2,0,67,1,Saturday
1,0,91,2,Monday
4,0,14,7,Friday
2,2,3,9,Thursday
6,0,47,1,Saturday
2,0,86,1,Wednesday
5,0,7,2,Wednesday
5,1,21,2,Tuesday
6,1,57,6,Wednesday
3,0,0,6,Friday
2,0,35,9,Friday
3,2,88,1,Sunday
1,1,52,3,Wednesday
6,2,43,8,Sunday
3,2,60,8,Wednesday
1,0,2,1,Wednesday
3,1,55,1,Sunday
1,0,96,6,Monday
1,1,9,8,Monday
1,0,0,4,Wednesday
3,1,76,4,Thursday
1,1,3,4,Friday
2,0,21,4,Wednesday
2,0,23,9,Sunday
2,0,3,2,Tuesday
2,0,17,6,Wednesday
1,0,71,3,Saturday
2,0,35,1,Friday
1,0,100,8,Friday
2,0,100,4,Friday
2,2,41,1,Friday
4,0,34,8,Friday
1,0,31,1,Tuesday
3,1,92,1,Thursday
6,0,0,1,Saturday
5,0,16,1,Saturday
3,2,3,2,Sunday
2,0,4,2,Friday
1,0,7,4,Wednesday
5,1,65,3,Friday
4,0,48,2,Saturday
4,1,2,1,Thursday
1,2,91,2,Saturday
2,0,29,1,Wednesday
2,1,70,6,Saturday
1,0,16,3,Friday
1,0,74,5,Saturday
1,0,42,8,Sunday
1,0,91,7,Sunday
5,0,57,8,Friday
3,2,10,3,Wednesday
4,1,59,3,Monday
6,0,30,6,Saturday
6,0,2,5,Saturday
1,0,54,5,Saturday
1,0,10,5,Saturday
4,0,1,9,Friday
4,1,72,4,Friday
1,1,1,2,Thursday
3,1,24,1,Saturday
1,0,1,4,Tuesday
6,1,3,1,Saturday
1,0,81,1,Sunday
3,1,14,1,Friday
6,1,71,5,Saturday
1,1,77,5,Wednesday
2,0,53,1,Friday
1,0,74,7,Saturday
3,2,17,6,Monday
1,0,82,9,Saturday
2,0,2,2,Wednesday
5,0,2,1,Friday
2,2,0,2,Wednesday
1,1,0,9,Saturday
2,1,6,7,Friday
3,2,1,7,Wednesday
5,2,49,2,Friday
5,0,63,3,Saturday
5,0,19,1,Wednesday
1,1,33,2,Friday
4,1,33,5,Friday
1,1,4,7,Friday
4,1,74,1,Monday
6,1,95,1,Friday
5,1,61,1,Friday
1,0,51,1,Thursday
1,0,0,2,Friday
6,0,1,7,Saturday
1,1,86,6,Sunday
1,2,0,1,Thursday
2,1,41,4,Sunday
1,0,93,1,Thursday
5,0,64,4,Saturday
3,0,55,1,Wednesday
3,2,52,7,Monday
6,0,16,5,Tuesday
3,2,3,1,Friday
6,0,7,1,Friday
1,2,95,8,Sunday
2,1,95,8,Friday
2,1,64,1,Saturday
3,0,72,1,Friday
4,1,2,1,Saturday
4,0,50,2,Thursday
6,0,36,5,Tuesday
1,2,4,2,Saturday
4,0,2,4,Wednesday
2,0,1,1,Sunday
2,0,59,4,Monday
6,0,1,4,Saturday
1,1,4,3,Saturday
2,0,52,9,Saturday
2,0,16,3,Friday
1,2,4,2,Monday
1,2,98,6,Thursday
6,2,25,1,Saturday
5,0,82,2,Thursday
1,2,35,3,Friday
2,0,94,5,Tuesday
6,0,8,2,Saturday
4,1,74,3,Sunday
4,2,51,9,Friday
5,1,21,6,Friday
1,1,91,4,Friday
5,0,69,2,Wednesday
3,2,49,1,Sunday
6,0,8,1,Saturday
5,0,14,9,Saturday
6,0,94,7,Tuesday
1,0,17,1,Thursday
1,0,27,4,Tuesday
2,1,14,3,Tuesday
2,2,74,7,Sunday
6,2,33,8,Sunday
1,2,23,5,Friday
1,0,19,4,Sunday
2,0,97,1,Friday
6,1,10,3,Monday
1,1,90,1,Saturday
2,2,4,8,Tuesday
3,2,54,2,Friday
3,0,83,6,Saturday
3,0,46,2,Saturday
5,1,1,1,Friday
1,0,90,6,Friday
2,1,36,1,Tuesday
2,0,49,6,Wednesday
6,0,49,2,Tuesday
1,0,3,1,Sunday
1,0,32,2,Saturday
4,1,0,9,Friday
1,1,47,4,Friday
2,0,9,8,Friday
1,1,18,1,Tuesday
6,0,69,9,Thursday
2,0,11,5,Friday
6,0,35,2,Tuesday
1,0,57,7,Friday
1,1,82,1,Friday
1,1,16,3,Saturday
1,1,13,2,Monday
3,0,7,1,Tuesday
2,1,13,1,Saturday
4,1,84,6,Tuesday
6,2,92,2,Monday
1,1,10,4,Monday
3,1,35,2,Saturday
5,2,72,3,Saturday
2,0,0,1,Sunday
4,0,1,1,Friday
1,2,88,4,Monday
5,1,25,8,Sunday
3,0,51,2,Saturday
4,2,1,1,Thursday
1,0,86,9,Saturday
2,1,6,5,Monday
2,0,0,2,Saturday
6,1,86,1,Tuesday
1,1,26,3,Sunday
1,0,82,6,Thursday
4,1,15,3,Friday
5,0,57,6,Tuesday
2,0,1,1,Friday
1,0,27,3,Wednesday
3,2,82,4,Sunday
6,2,70,2,Wednesday
3,0,10,9,Friday
3,0,5,7,Friday
4,0,6,2,Sunday
4,0,42,1,Friday
5,2,85,3,Friday
2,0,51,2,Friday
5,0,0,5,Wednesday
4,0,10,4,Sunday
6,1,5,5,Monday
1,0,11,1,Saturday
4,0,72,7,Wednesday
1,0,71,3,Friday
6,0,3,7,Saturday
1,0,28,5,Friday
1,0,14,4,Sunday
6,1,89,8,Friday
4,0,57,4,Tuesday
2,0,3,8,Friday
5,0,45,6,Saturday
4,2,76,6,Saturday
1,2,1,7,Friday
6,1,69,1,Monday
1,2,90,2,Sunday
3,2,98,1,Friday
3,0,1,4,Monday
1,1,38,5,Monday
5,1,8,6,Sunday
2,2,0,1,Sunday
3,0,28,7,Saturday
1,1,91,6,Tuesday
2,1,21,7,Wednesday
1,0,47,7,Saturday
5,0,1,1,Sunday
4,1,85,5,Wednesday
4,0,32,2,Wednesday
4,2,14,1,Friday
4,1,0,8,Wednesday
3,0,3,8,Tuesday
1,2,66,5,Sunday
1,2,93,5,Thursday
3,0,5,9,Thursday
1,2,92,2,Thursday
2,1,0,6,Wednesday
2,0,88,4,Friday
3,0,72,1,Sunday
1,0,31,3,Monday
1,0,6,6,Tuesday
4,0,27,6,Tuesday
2,0,27,1,Thursday
4,0,3,1,Sunday
6,0,30,2,Sunday
5,0,42,1,Thursday
1,2,75,1,Tuesday
3,0,72,3,Wednesday
5,0,44,1,Friday
3,2,19,2,Friday
2,0,2,9,Sunday
4,2,98,1,Tuesday
3,1,47,4,Monday
4,0,29,1,Sunday
1,0,87,1,Tuesday
1,2,34,3,Sunday
1,0,9,3,Wednesday
2,1,1,8,Wednesday
4,0,54,7,Thursday
1,0,1,1,Friday
5,2,22,2,Sunday
3,0,33,1,Wednesday
6,2,6,9,Tuesday
4,2,15,5,Wednesday
2,0,93,2,Saturday
1,0,59,3,Wednesday
3,0,29,5,Friday
1,0,34,1,Wednesday
1,0,53,5,Saturday
5,1,14,2,Thursday
1,1,52,5,Monday
1,1,91,2,Saturday
5,1,54,1,Saturday
5,0,44,5,Saturday
2,0,73,1,Saturday
2,2,3,8,Wednesday
2,0,71,8,Wednesday
2,0,63,1,Tuesday
5,2,97,2,Friday
4,0,1,7,Saturday
1,1,3,5,Saturday
5,0,0,1,Saturday
2,1,0,9,Saturday
3,0,0,1,Thursday
1,0,0,7,Monday
2,0,2,2,Tuesday
1,0,1,2,Thursday
1,0,41,8,Friday
5,0,0,1,Sunday
5,0,89,1,Sunday
4,0,0,9,Wednesday
3,1,19,2,Tuesday
2,0,23,5,Wednesday
2,2,2,1,Sunday
1,0,40,2,Monday
3,0,10,2,Friday
3,0,30,5,Friday
1,0,4,5,Monday
3,0,58,7,Saturday
1,1,58,1,Saturday
1,0,1,1,Thursday
4,1,18,1,Friday
1,1,13,7,Sunday
6,2,63,3,Friday
3,0,60,5,Monday
1,1,17,9,Sunday
6,1,26,2,Monday
4,1,8,2,Saturday
1,1,0,5,Tuesday
2,2,43,9,Tuesday
3,0,35,4,Saturday
5,0,22,7,Sunday
2,0,96,1,Friday
5,0,5,2,Thursday
5,0,88,2,Tuesday
6,0,2,8,Friday
6,0,11,4,Monday
4,0,86,9,Friday
4,2,16,6,Saturday
2,0,6,2,Friday
2,1,1,1,Saturday
3,0,1,7,Saturday
5,0,56,1,Saturday
1,0,0,1,Tuesday
2,0,5,3,Friday
1,0,26,3,Monday
2,1,39,5,Saturday
1,0,48,2,Wednesday
2,1,64,4,Saturday
6,1,16,8,Thursday
4,0,5,5,Friday
3,1,34,1,Saturday
5,1,18,2,Thursday
2,1,58,2,Sunday
1,0,12,8,Sunday
2,0,100,4,Saturday
1,2,16,7,Wednesday
2,1,21,5,Monday
6,2,69,1,Friday
2,2,81,2,Monday
1,0,0,1,Friday
3,2,79,1,Friday
2,1,15,7,Saturday
2,0,15,3,Monday
1,1,20,9,Friday
3,0,86,1,Friday
2,0,1,2,Friday
2,0,0,5,Friday
1,1,8,2,Monday
2,1,12,6,Friday
2,0,62,1,Friday
5,2,4,4,Thursday
1,0,52,1,Sunday
1,0,73,7,Saturday
6,1,87,5,Friday
4,2,24,1,Monday
1,0,1,3,Friday
3,1,9,7,Saturday
1,2,84,6,Sunday
1,0,6,1,Tuesday
1,2,7,3,Saturday
1,0,32,2,Friday
1,2,69,1,Friday
2,0,45,2,Friday
2,0,8,1,Friday
2,0,40,1,Wednesday
1,2,35,4,Wednesday
6,1,16,4,Saturday
5,1,0,7,Friday
5,0,2,2,Friday
6,0,77,5,Tuesday
3,2,48,1,Saturday
4,0,1,1,Saturday
6,1,0,8,Friday
3,0,2,8,Saturday
2,0,23,1,Sunday
4,0,89,8,Wednesday
3,0,46,2,Saturday
1,0,11,3,Saturday
5,1,69,2,Tuesday
2,2,0,1,Monday
4,0,6,8,Saturday
2,0,1,3,Saturday
1,1,74,1,Thursday
5,0,5,1,Friday
6,0,0,6,Thursday
5,1,51,1,Sunday
4,0,60,9,Tuesday
1,0,19,6,Saturday
4,0,2,8,Tuesday
3,0,19,2,Saturday
5,0,0,6,Friday
5,0,1,4,Thursday
1,0,0,4,Monday
5,0,16,2,Wednesday
3,0,45,2,Monday
1,0,0,5,Saturday
1,1,64,5,Saturday
3,0,0,4,Monday
4,0,1,1,Friday
2,1,75,1,Friday
1,0,100,2,Sunday
1,0,13,5,Tuesday
6,0,4,2,Friday
3,0,31,3,Friday
6,1,79,1,Friday
5,2,98,5,Saturday
2,1,74,1,Friday
3,2,8,7,Thursday
1,1,1,8,Saturday
1,0,68,9,Wednesday
3,1,98,4,Friday
3,2,47,8,Tuesday
6,1,41,1,Thursday
6,1,5,6,Sunday
2,1,12,2,Friday
4,0,82,1,Friday
6,0,41,1,Saturday
3,2,1,1,Friday
1,2,57,3,Saturday
1,0,0,1,Friday
4,0,11,2,Thursday
2,0,29,3,Tuesday
3,2,0,4,Monday
2,2,39,2,Friday
2,2,0,1,Thursday
1,1,36,1,Friday
3,0,5,6,Friday
1,0,86,1,Wednesday
3,2,12,3,Friday
2,0,82,7,Tuesday
6,0,72,7,Saturday
2,0,80,3,Thursday
5,2,49,2,Tuesday
6,0,1,1,Tuesday
4,2,43,5,Wednesday
3,0,47,2,Saturday
5,0,40,1,Saturday
6,0,0,1,Tuesday
5,0,5,2,Saturday
2,1,13,3,Saturday
4,1,1,2,Friday
1,0,1,8,Friday
1,0,35,7,Tuesday
2,0,92,7,Wednesday
1,2,15,4,Monday
1,0,47,5,Saturday
1,2,19,4,Tuesday
4,2,1,8,Tuesday
1,1,0,3,Tuesday
1,0,75,3,Saturday
5,0,75,2,Saturday
2,2,93,6,Friday
1,0,5,9,Friday
3,0,30,8,Saturday
6,0,84,4,Monday
4,1,44,2,Saturday
2,2,100,8,Saturday
4,0,29,1,Friday
6,2,82,3,Monday
2,0,18,5,Tuesday
6,2,37,1,Saturday
1,0,65,7,Saturday
3,0,8,2,Friday
4,1,17,3,Sunday
6,0,3,4,Friday
3,1,47,5,Friday
6,1,73,3,Wednesday
5,0,5,1,Tuesday
2,1,27,3,Friday
2,1,2,1,Wednesday
2,0,40,2,Wednesday
1,2,0,6,Friday
6,0,50,1,Saturday
1,0,4,4,Monday
6,0,55,2,Friday
1,1,3,6,Thursday
1,2,1,3,Tuesday
3,0,87,3,Saturday
4,0,4,1,Saturday
6,2,34,8,Monday
1,1,24,2,Friday
4,0,1,8,Tuesday
2,0,50,1,Saturday
4,0,17,9,Monday
2,1,62,1,Tuesday
1,2,48,1,Wednesday
5,0,64,7,Tuesday
2,0,36,2,Monday
4,0,37,5,Friday
5,2,11,1,Saturday
3,1,57,1,Thursday
1,0,3,8,Wednesday
6,1,70,1,Saturday
2,0,2,6,Saturday
2,1,95,3,Saturday
5,0,33,6,Saturday
2,0,14,1,Thursday
1,0,76,4,Monday
1,1,85,1,Saturday
3,0,98,3,Wednesday
2,1,66,1,Saturday
6,2,3,8,Saturday
3,0,59,2,Wednesday
3,1,15,1,Saturday
5,2,39,1,Saturday
2,2,28,1,Sunday
4,0,63,3,Saturday
5,1,1,8,Saturday
3,0,1,1,Friday
4,0,15,2,Friday
5,0,58,6,Tuesday
4,0,2,8,Friday
2,0,94,5,Wednesday
2,0,7,3,Saturday
2,1,9,6,Monday
1,0,97,2,Tuesday
5,0,5,1,Tuesday
2,1,15,6,Wednesday
3,0,49,1,Monday
1,1,42,6,Tuesday
2,0,2,1,Friday
3,2,52,4,Thursday
2,2,23,7,Saturday
1,1,62,4,Saturday
4,1,8,2,Tuesday
6,2,18,1,Saturday
6,1,36,5,Wednesday
6,0,91,6,Saturday
5,0,58,2,Sunday
1,0,2,1,Friday
1,1,83,2,Friday
5,0,48,9,Tuesday
1,1,2,8,Wednesday
4,1,56,1,Friday
1,1,20,1,Thursday
3,0,50,3,Thursday
5,0,65,5,Friday
4,1,38,2,Friday
5,1,52,8,Friday
5,1,9,2,Friday
1,0,6,1,Monday
1,0,69,9,Saturday
6,2,11,3,Monday
2,0,21,1,Tuesday
1,0,57,4,Saturday
6,0,9,2,Sunday
6,1,38,5,Tuesday
5,1,98,1,Tuesday
6,0,5,4,Monday
2,1,26,6,Wednesday
5,1,39,1,Wednesday
3,2,34,4,Thursday
3,0,0,6,Tuesday
6,2,15,1,Tuesday
2,0,67,4,Tuesday
3,0,0,4,Thursday
1,2,77,4,Friday
4,0,8,1,Monday
4,0,13,1,Friday
4,0,40,1,Saturday
5,2,23,7,Tuesday
1,0,3,7,Thursday
2,1,24,2,Tuesday
5,0,68,1,Saturday
1,2,16,1,Tuesday
1,2,67,1,Saturday
5,0,11,6,Saturday
1,0,44,1,Wednesday
1,0,38,1,Thursday
3,1,39,6,Friday
1,2,97,5,Wednesday
4,0,7,1,Saturday
4,0,81,8,Friday
2,0,29,1,Saturday
2,0,21,6,Thursday
1,1,84,1,Tuesday
6,2,0,7,Sunday
2,0,85,1,Saturday
2,1,22,1,Sunday
5,1,1,8,Saturday
2,2,0,1,Wednesday
3,1,0,7,Saturday
5,0,3,1,Monday
2,1,56,1,Friday
1,2,7,3,Tuesday
3,2,43,5,Saturday
6,0,55,3,Thursday
3,2,64,1,Sunday
1,2,6,9,Sunday
1,2,47,3,Wednesday
3,0,2,1,Sunday
1,1,26,1,Thursday
4,0,59,6,Friday
5,0,69,5,Monday
5,0,96,1,Thursday
1,2,65,5,Saturday
1,0,71,7,Wednesday
1,0,4,4,Saturday
3,1,64,7,Sunday
